customer,location,soap_type,quantity,age,payment_type,,Points,Explanation/Questions,,,,,,
1829,rural,single,1,71,check,,,,,,,,,
1830,rural,single,1,47,credit card,,,,,,,,,
1831,rural,single,3,81,credit card,,,,,,,,,
1832,rural,single,9,20,check,,,,,,,,,
1833,rural,single,4,66,cash,,,,,,,,,
1834,rural,single,NA,NA,NA,,,,,,,,,
1835,rural,single,1,20,check,,,,,,,,,
1836,rural,twin,1,32,cash,,,,,,,,,
1837,rural,twin,8,78,credit card,,,,,,,,,
1838,rural,twin,9,72,credit card,,,,,,,,,
1839,suburban,twin,6,44,cash,,,,,,,,,
1840,suburban,twin,2,73,check,,,,,,,,,
1841,suburban,bundle,10,59,cash,,,,,,,,,
1842,suburban,bundle,NA,NA,NA,,,,,,,,,
1843,suburban,bundle,1,50,check,,,,,,,,,
1844,suburban,bundle,4,76,cash,,,,,,,,,
1845,urban,bundle,4,49,cash,,,,,,,,,
1846,urban,bundle,6,63,cash,,,,,,,,,
1847,urban,liquid,6,36,cash,,,,,,,,,
1848,urban,liquid,5,38,cash,,,,,,,,,
1849,urban,liquid,9,77,cash,,,,,,,,,
1850,rural,single,2,98,check,,,,,,,,,
1851,rural,single,1,87,credit card,,,,,,,,,
1852,rural,single,7,77,credit card,,,,,,,,,
1853,rural,single,9,37,cash,,,,,,,,,
1854,rural,single,7,46,check,,,,,,,,,
1855,rural,single,6,77,check,,,,,,,,,
1856,rural,single,3,82,check,,,,,,,,,
1857,rural,twin,2,19,credit card,,,,,,,,,
1858,rural,twin,1,70,check,,,,,,,,,
1859,suburban,bundle,2,91,check,,,,,,,,,
1860,urban,bundle,2,18,cash,,,,,,,,,
1861,urban,bundle,9,90,credit card,,,,,,,,,
1862,urban,liquid,4,38,credit card,,,,,,,,,
1863,urban,liquid,10,70,credit card,,,,,,,,,
1864,urban,liquid,1,86,credit card,,,,,,,,,
1865,rural,single,1,22,cash,,,,,,,,,
1866,rural,single,8,72,cash,,,,,,,,,
1867,rural,single,9,79,check,,,,,,,,,
1868,rural,single,1,55,cash,,,,,,,,,
1869,rural,single,8,21,credit card,,,,,,,,,
1870,rural,single,NA,NA,NA,,,,,,,,,
1871,rural,single,7,49,check,,,,,,,,,
1872,rural,twin,6,87,check,,,,,,,,,
1873,suburban,twin,6,75,check,,,,,,,,,
1874,suburban,twin,7,81,cash,,,,,,,,,
1875,suburban,twin,7,69,credit card,,,,,,,,,
1876,suburban,bundle,4,46,cash,,,,,,,,,
1877,suburban,bundle,1,92,check,,,,,,,,,
1878,urban,bundle,3,50,credit card,,,,,,,,,
1879,urban,liquid,7,76,cash,,,,,,,,,
1880,urban,liquid,1,40,check,,,,,,,,,
1881,urban,liquid,NA,NA,NA,,,,,,,,,
1882,urban,liquid,7,51,cash,,,,,,,,,
1883,urban,liquid,2,59,cash,,,,,,,,,
1884,rural,single,1,88,check,,,,,,,,,
1885,rural,single,NA,NA,NA,,,,,,,,,
1886,rural,single,10,53,check,,,,,,,,,
1887,rural,single,NA,NA,NA,,,,,,,,,
1888,rural,single,6,69,check,,,,,,,,,
1889,rural,single,10,39,cash,,,,,,,,,
1890,rural,twin,9,44,credit card,,,,,,,,,
1891,suburban,twin,8,27,cash,,,,,,,,,
1892,suburban,twin,5,57,cash,,,,,,,,,
1893,suburban,twin,10,50,cash,,,,,,,,,
1894,suburban,bundle,10,88,check,,,,,,,,,
1895,suburban,bundle,8,95,credit card,,,,,,,,,
1896,suburban,bundle,10,79,credit card,,,,,,,,,
1897,suburban,bundle,8,84,cash,,,,,,,,,
1898,urban,bundle,1,71,check,,,,,,,,,
1899,urban,liquid,10,95,check,,,,,,,,,
1900,urban,liquid,3,95,check,,,,,,,,,
1901,urban,liquid,7,18,credit card,,,,,,,,,
1902,rural,single,10,74,credit card,,,,,,,,,
1903,rural,single,1,93,cash,,,,,,,,,
1904,rural,single,NA,NA,NA,,,,,,,,,
1905,rural,single,5,95,check,,,,,,,,,
1906,rural,single,NA,NA,NA,,,,,,,,,
1907,rural,single,NA,NA,NA,,,,,,,,,
1908,rural,single,5,95,check,,,,,,,,,
1909,rural,twin,7,98,credit card,,,,,,,,,
1910,rural,twin,NA,NA,NA,,,,,,,,,
1911,suburban,twin,4,84,credit card,,,,,,,,,
1912,suburban,twin,7,73,credit card,,,,,,,,,
1913,suburban,twin,4,41,check,,,,,,,,,
1914,suburban,twin,4,36,cash,,,,,,,,,
1915,suburban,bundle,2,93,check,,,,,,,,,
1916,suburban,bundle,4,84,check,,,,,,,,,
1917,suburban,bundle,8,45,cash,,,,,,,,,
1918,urban,bundle,8,55,check,,,,,,,,,
1919,urban,liquid,NA,NA,NA,,,,,,,,,
1920,urban,liquid,10,85,credit card,,,,,,,,,
1921,urban,liquid,9,22,cash,,,,,,,,,
1922,rural,single,6,57,cash,,,,,,,,,
1923,rural,single,2,26,cash,,,,,,,,,
1924,rural,single,3,25,credit card,,,,,,,,,
1925,rural,single,4,88,cash,,,,,,,,,
1926,rural,single,3,19,credit card,,,,,,,,,
1927,rural,single,8,22,cash,,,,,,,,,
1928,rural,single,7,38,check,,,,,,,,,
1929,rural,single,1,87,check,,,,,,,,,
1930,rural,single,4,40,cash,,,,,,,,,
1931,rural,twin,4,27,credit card,,,,,,,,,
1932,rural,twin,3,79,check,,,,,,,,,
1933,rural,twin,NA,NA,NA,,,,,,,,,
1934,suburban,twin,10,70,check,,,,,,,,,
1935,suburban,twin,7,97,credit card,,,,,,,,,
1936,suburban,bundle,9,27,check,,,,,,,,,
1937,suburban,bundle,9,45,cash,,,,,,,,,
1938,urban,bundle,7,83,credit card,,,,,,,,,
1939,urban,liquid,2,78,check,,,,,,,,,
1940,urban,liquid,3,45,check,,,,,,,,,
1941,rural,single,6,47,check,,,,,,,,,
1942,rural,single,NA,NA,NA,,,,,,,,,
1943,rural,single,3,86,cash,,,,,,,,,
1944,rural,single,NA,NA,NA,,,,,,,,,
1945,rural,single,10,96,cash,,,,,,,,,
1946,rural,twin,4,23,check,,,,,,,,,
1947,suburban,twin,2,24,credit card,,,,,,,,,
1948,suburban,bundle,6,98,cash,,,,,,,,,
1949,suburban,bundle,1,32,check,,,,,,,,,
1950,urban,bundle,6,62,check,,,,,,,,,
1951,urban,bundle,5,33,credit card,,,,,,,,,
1952,urban,liquid,7,21,credit card,,,,,,,,,
1953,urban,liquid,4,66,check,,,,,,,,,
1954,urban,liquid,7,35,credit card,,,,,,,,,
1955,rural,single,NA,NA,NA,,,,,,,,,
1956,rural,single,6,27,cash,,,,,,,,,
1957,rural,single,NA,NA,NA,,,,,,,,,
1958,rural,single,9,64,credit card,,,,,,,,,
1959,rural,single,10,39,check,,,,,,,,,
1960,rural,single,7,38,credit card,,,,,,,,,
1961,rural,single,1,61,cash,,,,,,,,,
1962,rural,single,2,57,check,,,,,,,,,
1963,rural,twin,8,98,check,,,,,,,,,
1964,rural,twin,4,71,cash,,,,,,,,,
1965,rural,twin,1,97,credit card,,,,,,,,,
1966,suburban,twin,7,45,cash,,,,,,,,,
1967,suburban,twin,5,98,credit card,,,,,,,,,
1968,suburban,twin,2,73,credit card,,,,,,,,,
1969,suburban,twin,NA,NA,NA,,,,,,,,,
1970,suburban,bundle,6,49,cash,,,,,,,,,
1971,urban,liquid,10,67,check,,,,,,,,,
1972,urban,liquid,6,77,check,,,,,,,,,
1973,urban,liquid,5,35,check,,,,,,,,,
1974,rural,single,3,72,cash,,,,,,,,,
1975,rural,single,2,90,check,,,,,,,,,
1976,rural,single,8,60,check,,,,,,,,,
1977,rural,single,2,67,credit card,,,,,,,,,
1978,rural,single,8,18,credit card,,,,,,,,,
1979,rural,single,9,68,check,,,,,,,,,
1980,rural,single,10,88,check,,,,,,,,,
1981,rural,single,10,86,check,,,,,,,,,
1982,rural,single,1,49,cash,,,,,,,,,
1983,rural,single,4,43,credit card,,,,,,,,,
1984,rural,twin,1,83,credit card,,,,,,,,,
1985,rural,twin,4,88,cash,,,,,,,,,
1986,rural,twin,8,90,check,,,,,,,,,
1987,suburban,twin,NA,NA,NA,,,,,,,,,
1988,suburban,twin,9,42,credit card,,,,,,,,,
1989,suburban,twin,3,91,cash,,,,,,,,,
1990,suburban,bundle,4,46,check,,,,,,,,,
1991,suburban,bundle,5,92,cash,,,,,,,,,
1992,urban,bundle,NA,NA,NA,,,,,,,,,
1993,urban,liquid,10,28,check,,,,,,,,,
1994,rural,single,8,25,cash,,,,,,,,,
1995,rural,single,8,41,credit card,,,,,,,,,
1996,rural,single,4,63,cash,,,,,,,,,
1997,rural,single,7,69,cash,,,,,,,,,
1998,rural,single,2,65,cash,,,,,,,,,
1999,rural,twin,2,64,credit card,,,,,,,,,
2000,rural,twin,3,69,cash,,,,,,,,,
2001,rural,twin,4,18,check,,,,,,,,,
2002,suburban,twin,2,55,credit card,,,,,,,,,
2003,suburban,twin,1,90,check,,,,,,,,,
2004,suburban,bundle,7,56,check,,,,,,,,,
2005,suburban,bundle,8,50,cash,,,,,,,,,
2006,urban,bundle,3,38,check,,,,,,,,,
2007,urban,liquid,NA,NA,NA,,,,,,,,,
2008,urban,liquid,NA,NA,NA,,,,,,,,,
2009,urban,liquid,NA,NA,NA,,,,,,,,,
2010,urban,liquid,10,45,cash,,,,,,,,,
2011,urban,liquid,7,75,credit card,,,,,,,,,
2012,urban,liquid,5,63,check,,,,,,,,,
2013,urban,liquid,3,89,cash,,,,,,,,,
2014,rural,single,10,22,check,,,,,,,,,
2015,rural,single,4,86,check,,,,,,,,,
2016,rural,single,NA,NA,NA,,,,,,,,,
2017,rural,single,9,64,credit card,,,,,,,,,
2018,rural,single,10,68,credit card,,,,,,,,,
2019,rural,single,9,25,cash,,,,,,,,,
2020,rural,twin,NA,NA,NA,,,,,,,,,
2021,rural,twin,3,26,credit card,,,,,,,,,
2022,rural,twin,1,40,cash,,,,,,,,,
2023,suburban,twin,10,93,credit card,,,,,,,,,
2024,suburban,bundle,9,60,credit card,,,,,,,,,
2025,suburban,bundle,NA,NA,NA,,,,,,,,,
2026,suburban,bundle,1,31,cash,,,,,,,,,
2027,suburban,bundle,7,71,check,,,,,,,,,
2028,urban,bundle,2,78,credit card,,,,,,,,,
2029,urban,liquid,7,89,check,,,,,,,,,
2030,urban,liquid,5,38,credit card,,,,,,,,,
2031,urban,liquid,8,80,check,,,,,,,,,
2032,urban,liquid,2,49,check,,,,,,,,,
2033,urban,liquid,3,81,check,,,,,,,,,
2034,rural,single,1,72,credit card,,,,,,,,,
2035,rural,single,NA,NA,NA,,,,,,,,,
2036,rural,single,3,37,credit card,,,,,,,,,
2037,rural,single,7,36,check,,,,,,,,,
2038,rural,single,10,53,credit card,,,,,,,,,
2039,rural,single,8,69,cash,,,,,,,,,
2040,rural,single,7,31,credit card,,,,,,,,,
2041,rural,single,3,57,check,,,,,,,,,
2042,rural,single,4,68,cash,,,,,,,,,
2043,rural,single,8,90,check,,,,,,,,,
2044,rural,twin,NA,NA,NA,,,,,,,,,
2045,rural,twin,5,51,cash,,,,,,,,,
2046,rural,twin,9,55,credit card,,,,,,,,,
2047,rural,twin,7,52,cash,,,,,,,,,
2048,suburban,twin,NA,NA,NA,,,,,,,,,
2049,suburban,twin,9,61,credit card,,,,,,,,,
2050,suburban,bundle,6,81,check,,,,,,,,,
2051,suburban,bundle,8,60,check,,,,,,,,,
2052,urban,bundle,10,93,credit card,,,,,,,,,
2053,urban,liquid,5,68,credit card,,,,,,,,,
2054,urban,liquid,9,73,cash,,,,,,,,,
2055,urban,liquid,4,56,credit card,,,,,,,,,
2056,rural,single,9,29,check,,,,,,,,,
2057,rural,single,6,19,credit card,,,,,,,,,
2058,rural,single,10,48,check,,,,,,,,,
2059,rural,single,2,63,check,,,,,,,,,
2060,rural,single,NA,NA,NA,,,,,,,,,
2061,rural,single,8,55,check,,,,,,,,,
2062,suburban,twin,8,43,check,,,,,,,,,
2063,suburban,twin,10,32,check,,,,,,,,,
2064,suburban,bundle,9,82,cash,,,,,,,,,
2065,urban,liquid,4,98,credit card,,,,,,,,,
2066,urban,liquid,9,78,check,,,,,,,,,
2067,rural,single,10,45,check,,,,,,,,,
2068,rural,single,5,29,check,,,,,,,,,
2069,rural,single,1,64,credit card,,,,,,,,,
2070,rural,single,NA,NA,NA,,,,,,,,,
2071,rural,single,6,38,cash,,,,,,,,,
2072,rural,single,7,87,credit card,,,,,,,,,
2073,rural,single,10,76,cash,,,,,,,,,
2074,rural,single,9,74,credit card,,,,,,,,,
2075,rural,single,4,89,cash,,,,,,,,,
2076,rural,single,8,68,check,,,,,,,,,
2077,rural,twin,8,21,credit card,,,,,,,,,
2078,suburban,twin,2,95,check,,,,,,,,,
2079,suburban,twin,2,53,credit card,,,,,,,,,
2080,suburban,twin,NA,NA,NA,,,,,,,,,
2081,suburban,twin,8,42,check,,,,,,,,,
2082,suburban,twin,4,48,credit card,,,,,,,,,
2083,suburban,bundle,6,31,check,,,,,,,,,
2084,suburban,bundle,8,23,check,,,,,,,,,
2085,urban,bundle,8,33,credit card,,,,,,,,,
2086,urban,bundle,10,86,check,,,,,,,,,
2087,urban,liquid,1,19,credit card,,,,,,,,,
2088,urban,liquid,1,94,cash,,,,,,,,,
2089,urban,liquid,NA,NA,NA,,,,,,,,,
2090,urban,liquid,NA,NA,NA,,,,,,,,,
2091,rural,single,9,47,check,,,,,,,,,
2092,rural,single,10,32,credit card,,,,,,,,,
2093,rural,single,2,63,check,,,,,,,,,
2094,rural,single,6,30,check,,,,,,,,,
2095,rural,single,3,19,check,,,,,,,,,
2096,rural,single,10,62,credit card,,,,,,,,,
2097,rural,single,2,62,cash,,,,,,,,,
2098,rural,single,6,44,credit card,,,,,,,,,
2099,rural,single,4,49,check,,,,,,,,,
2100,suburban,twin,6,50,credit card,,,,,,,,,
2101,suburban,bundle,6,90,cash,,,,,,,,,
2102,suburban,bundle,9,45,check,,,,,,,,,
2103,urban,bundle,7,37,check,,,,,,,,,
2104,urban,liquid,NA,NA,NA,,,,,,,,,
2105,urban,liquid,8,85,credit card,,,,,,,,,
2106,rural,single,NA,NA,NA,,,,,,,,,
2107,rural,single,8,34,check,,,,,,,,,
2108,rural,single,6,85,credit card,,,,,,,,,
2109,rural,single,2,95,check,,,,,,,,,
2110,rural,single,6,88,check,,,,,,,,,
2111,rural,single,1,64,credit card,,,,,,,,,
2112,rural,single,6,64,credit card,,,,,,,,,
2113,rural,single,10,96,cash,,,,,,,,,
2114,rural,twin,4,54,check,,,,,,,,,
2115,rural,twin,8,73,credit card,,,,,,,,,
2116,rural,twin,8,18,cash,,,,,,,,,
2117,suburban,twin,8,75,cash,,,,,,,,,
2118,suburban,twin,4,63,credit card,,,,,,,,,
2119,suburban,twin,5,97,check,,,,,,,,,
2120,suburban,twin,8,20,credit card,,,,,,,,,
2121,suburban,bundle,10,31,credit card,,,,,,,,,
2122,suburban,bundle,10,92,credit card,,,,,,,,,
2123,suburban,bundle,7,78,credit card,,,,,,,,,
2124,urban,liquid,1,58,cash,,,,,,,,,
2125,urban,liquid,10,49,check,,,,,,,,,
2126,urban,liquid,NA,NA,NA,,,,,,,,,
2127,rural,single,1,39,check,,,,,,,,,
2128,rural,single,3,23,credit card,,,,,,,,,
2129,rural,single,7,55,cash,,,,,,,,,
2130,rural,single,2,91,cash,,,,,,,,,
2131,rural,single,NA,NA,NA,,,,,,,,,
2132,rural,single,3,52,cash,,,,,,,,,
2133,rural,single,3,58,cash,,,,,,,,,
2134,rural,twin,7,91,check,,,,,,,,,
2135,rural,twin,NA,NA,NA,,,,,,,,,
2136,rural,twin,10,46,check,,,,,,,,,
2137,suburban,twin,9,28,cash,,,,,,,,,
2138,suburban,twin,NA,NA,NA,,,,,,,,,
2139,suburban,twin,10,25,cash,,,,,,,,,
2140,suburban,twin,10,77,credit card,,,,,,,,,
2141,suburban,twin,NA,NA,NA,,,,,,,,,
2142,suburban,twin,1,81,credit card,,,,,,,,,
2143,suburban,bundle,10,51,check,,,,,,,,,
2144,suburban,bundle,8,19,credit card,,,,,,,,,
2145,suburban,bundle,4,36,cash,,,,,,,,,
2146,urban,bundle,4,90,cash,,,,,,,,,
2147,urban,liquid,8,54,check,,,,,,,,,
2148,rural,single,1,95,credit card,,,,,,,,,
2149,rural,single,NA,NA,NA,,,,,,,,,
2150,rural,single,5,48,cash,,,,,,,,,
2151,rural,single,8,58,check,,,,,,,,,
2152,rural,single,2,27,cash,,,,,,,,,
2153,rural,single,2,97,credit card,,,,,,,,,
2154,rural,single,10,65,cash,,,,,,,,,
2155,rural,single,4,54,check,,,,,,,,,
2156,rural,twin,7,79,cash,,,,,,,,,
2157,rural,twin,5,93,check,,,,,,,,,
2158,suburban,twin,NA,NA,NA,,,,,,,,,
2159,suburban,twin,NA,NA,NA,,,,,,,,,
2160,suburban,bundle,10,92,credit card,,,,,,,,,
2161,urban,bundle,4,91,cash,,,,,,,,,
2162,urban,liquid,6,68,cash,,,,,,,,,
2163,urban,liquid,2,77,check,,,,,,,,,
2164,urban,liquid,8,48,check,,,,,,,,,
2165,rural,single,6,53,check,,,,,,,,,
2166,rural,single,9,83,credit card,,,,,,,,,
2167,rural,single,4,64,credit card,,,,,,,,,
2168,rural,single,5,58,check,,,,,,,,,
2169,rural,single,7,23,cash,,,,,,,,,
2170,rural,single,10,54,credit card,,,,,,,,,
2171,rural,single,9,79,cash,,,,,,,,,
2172,rural,single,2,45,cash,,,,,,,,,
2173,rural,single,1,51,cash,,,,,,,,,
2174,rural,single,2,29,cash,,,,,,,,,
2175,rural,single,9,20,credit card,,,,,,,,,
2176,rural,single,10,75,check,,,,,,,,,
2177,rural,twin,8,18,credit card,,,,,,,,,
2178,suburban,twin,9,75,check,,,,,,,,,
2179,suburban,twin,5,30,credit card,,,,,,,,,
2180,suburban,twin,4,42,check,,,,,,,,,
2181,suburban,bundle,2,70,cash,,,,,,,,,
2182,suburban,bundle,1,98,check,,,,,,,,,
2183,suburban,bundle,8,20,credit card,,,,,,,,,
2184,suburban,bundle,NA,NA,NA,,,,,,,,,
2185,urban,bundle,3,79,cash,,,,,,,,,
2186,urban,liquid,6,37,check,,,,,,,,,
2187,urban,liquid,1,67,check,,,,,,,,,
2188,urban,liquid,NA,NA,NA,,,,,,,,,
2189,urban,liquid,5,80,check,,,,,,,,,
2190,rural,single,2,76,credit card,,,,,,,,,
2191,rural,single,5,37,credit card,,,,,,,,,
2192,rural,single,10,26,credit card,,,,,,,,,
2193,rural,single,7,96,credit card,,,,,,,,,
2194,rural,single,NA,NA,NA,,,,,,,,,
2195,rural,single,8,80,credit card,,,,,,,,,
2196,rural,single,4,47,cash,,,,,,,,,
2197,rural,twin,9,73,credit card,,,,,,,,,
2198,rural,twin,6,57,check,,,,,,,,,
2199,rural,twin,5,80,credit card,,,,,,,,,
2200,suburban,twin,4,60,cash,,,,,,,,,
2201,suburban,twin,1,39,credit card,,,,,,,,,
2202,suburban,twin,NA,NA,NA,,,,,,,,,
2203,suburban,twin,9,39,credit card,,,,,,,,,
2204,suburban,bundle,8,29,check,,,,,,,,,
2205,suburban,bundle,6,24,cash,,,,,,,,,
2206,suburban,bundle,5,67,check,,,,,,,,,
2207,suburban,bundle,1,53,cash,,,,,,,,,
2208,suburban,bundle,5,94,credit card,,,,,,,,,
2209,suburban,bundle,4,47,cash,,,,,,,,,
2210,suburban,bundle,7,60,cash,,,,,,,,,
2211,urban,bundle,6,70,credit card,,,,,,,,,
2212,urban,liquid,5,20,credit card,,,,,,,,,
2213,rural,single,4,71,check,,,,,,,,,
2214,rural,single,9,43,check,,,,,,,,,
2215,rural,single,8,79,credit card,,,,,,,,,
2216,rural,single,6,38,check,,,,,,,,,
2217,rural,single,5,54,cash,,,,,,,,,
2218,rural,single,7,50,credit card,,,,,,,,,
2219,rural,single,10,38,cash,,,,,,,,,
2220,rural,single,8,31,check,,,,,,,,,
2221,rural,single,9,82,credit card,,,,,,,,,
2222,rural,single,3,47,check,,,,,,,,,
2223,rural,twin,8,85,cash,,,,,,,,,
2224,rural,twin,3,97,check,,,,,,,,,
2225,suburban,twin,4,27,check,,,,,,,,,
2226,suburban,twin,7,67,check,,,,,,,,,
2227,suburban,twin,3,39,cash,,,,,,,,,
2228,suburban,twin,2,83,credit card,,,,,,,,,
2229,suburban,twin,3,73,credit card,,,,,,,,,
2230,suburban,twin,NA,NA,NA,,,,,,,,,
2231,suburban,bundle,6,44,check,,,,,,,,,
2232,suburban,bundle,10,46,credit card,,,,,,,,,
2233,suburban,bundle,8,63,credit card,,,,,,,,,
2234,suburban,bundle,10,71,cash,,,,,,,,,
2235,urban,liquid,3,82,cash,,,,,,,,,
2236,urban,liquid,1,33,check,,,,,,,,,
2237,urban,liquid,1,27,credit card,,,,,,,,,
2238,rural,single,1,39,credit card,,,,,,,,,
2239,rural,single,NA,NA,NA,,,,,,,,,
2240,rural,single,4,22,cash,,,,,,,,,
2241,rural,single,9,85,cash,,,,,,,,,
2242,rural,single,2,86,credit card,,,,,,,,,
2243,rural,single,5,71,check,,,,,,,,,
2244,suburban,twin,4,26,cash,,,,,,,,,
2245,suburban,twin,7,36,check,,,,,,,,,
2246,suburban,twin,4,33,credit card,,,,,,,,,
2247,urban,liquid,5,84,cash,,,,,,,,,
2248,urban,liquid,4,59,credit card,,,,,,,,,
2249,urban,liquid,5,82,cash,,,,,,,,,
2250,urban,liquid,7,37,cash,,,,,,,,,
2251,urban,liquid,7,29,check,,,,,,,,,
2252,rural,single,2,49,credit card,,,,,,,,,
2253,rural,single,NA,NA,NA,,,,,,,,,
2254,rural,single,3,58,credit card,,,,,,,,,
2255,rural,single,10,81,check,,,,,,,,,
2256,rural,single,2,45,cash,,,,,,,,,
2257,rural,single,NA,NA,NA,,,,,,,,,
2258,rural,twin,NA,NA,NA,,,,,,,,,
2259,rural,twin,8,91,check,,,,,,,,,
2260,suburban,twin,6,18,credit card,,,,,,,,,
2261,suburban,twin,4,60,cash,,,,,,,,,
2262,suburban,bundle,NA,NA,NA,,,,,,,,,
2263,suburban,bundle,5,59,credit card,,,,,,,,,
2264,urban,bundle,1,53,credit card,,,,,,,,,
2265,urban,liquid,3,53,check,,,,,,,,,
2266,urban,liquid,3,66,check,,,,,,,,,
2267,urban,liquid,3,19,credit card,,,,,,,,,
2268,urban,liquid,2,85,check,,,,,,,,,
2269,rural,single,10,38,cash,,,,,,,,,
2270,rural,single,2,92,check,,,,,,,,,
2271,rural,single,5,19,credit card,,,,,,,,,
2272,rural,single,10,76,check,,,,,,,,,
2273,rural,single,5,77,credit card,,,,,,,,,
2274,rural,single,2,72,cash,,,,,,,,,
2275,rural,twin,2,46,cash,,,,,,,,,
2276,suburban,twin,1,79,credit card,,,,,,,,,
2277,suburban,bundle,8,81,credit card,,,,,,,,,
2278,suburban,bundle,5,59,cash,,,,,,,,,
2279,suburban,bundle,4,67,cash,,,,,,,,,
2280,urban,bundle,6,88,credit card,,,,,,,,,
2281,urban,bundle,2,94,check,,,,,,,,,
2282,rural,single,8,30,check,,,,,,,,,
2283,rural,single,4,77,cash,,,,,,,,,
2284,rural,single,10,42,cash,,,,,,,,,
2285,rural,twin,2,77,check,,,,,,,,,
2286,suburban,twin,1,97,check,,,,,,,,,
2287,suburban,twin,1,43,check,,,,,,,,,
2288,suburban,twin,9,80,cash,,,,,,,,,
2289,suburban,twin,NA,NA,NA,,,,,,,,,
2290,suburban,twin,9,24,credit card,,,,,,,,,
2291,suburban,twin,8,65,cash,,,,,,,,,
2292,suburban,bundle,5,71,credit card,,,,,,,,,
2293,suburban,bundle,1,61,check,,,,,,,,,
2294,suburban,bundle,2,21,cash,,,,,,,,,
2295,urban,bundle,9,49,credit card,,,,,,,,,
2296,urban,liquid,NA,NA,NA,,,,,,,,,
2297,urban,liquid,3,92,credit card,,,,,,,,,
2298,urban,liquid,NA,NA,NA,,,,,,,,,
2299,urban,liquid,1,64,cash,,,,,,,,,
2300,rural,single,5,57,credit card,,,,,,,,,
2301,rural,single,10,71,credit card,,,,,,,,,
2302,rural,single,7,84,check,,,,,,,,,
2303,rural,single,1,52,credit card,,,,,,,,,
2304,rural,single,9,19,cash,,,,,,,,,
2305,rural,single,8,24,check,,,,,,,,,
2306,rural,single,6,74,credit card,,,,,,,,,
2307,rural,single,7,81,check,,,,,,,,,
2308,rural,twin,6,36,cash,,,,,,,,,
2309,rural,twin,10,46,cash,,,,,,,,,
2310,rural,twin,7,77,credit card,,,,,,,,,
2311,suburban,twin,6,85,check,,,,,,,,,
2312,suburban,twin,1,67,credit card,,,,,,,,,
2313,suburban,twin,1,71,check,,,,,,,,,
2314,suburban,bundle,2,71,cash,,,,,,,,,
2315,suburban,bundle,6,90,cash,,,,,,,,,
2316,suburban,bundle,3,79,check,,,,,,,,,
2317,urban,bundle,2,78,check,,,,,,,,,
2318,urban,bundle,9,81,cash,,,,,,,,,
2319,urban,liquid,4,48,check,,,,,,,,,
2320,urban,liquid,9,46,cash,,,,,,,,,
2321,urban,liquid,5,94,credit card,,,,,,,,,
2322,urban,liquid,8,52,credit card,,,,,,,,,
2323,rural,single,7,96,cash,,,,,,,,,
2324,rural,single,1,59,cash,,,,,,,,,
2325,rural,single,NA,NA,NA,,,,,,,,,
2326,rural,single,10,19,credit card,,,,,,,,,
2327,rural,single,8,80,credit card,,,,,,,,,
2328,suburban,twin,9,72,credit card,,,,,,,,,
2329,suburban,twin,NA,NA,NA,,,,,,,,,
2330,suburban,twin,3,42,credit card,,,,,,,,,
2331,suburban,twin,NA,NA,NA,,,,,,,,,
2332,suburban,bundle,10,22,check,,,,,,,,,
2333,urban,liquid,8,36,cash,,,,,,,,,
2334,urban,liquid,9,87,cash,,,,,,,,,
2335,urban,liquid,8,78,cash,,,,,,,,,
2336,urban,liquid,10,77,credit card,,,,,,,,,
2337,rural,single,NA,NA,NA,,,,,,,,,
2338,rural,single,6,60,cash,,,,,,,,,
2339,rural,single,8,44,cash,,,,,,,,,
2340,rural,single,5,77,cash,,,,,,,,,
2341,rural,single,7,21,check,,,,,,,,,
2342,suburban,twin,5,88,cash,,,,,,,,,
2343,suburban,bundle,1,63,cash,,,,,,,,,
2344,suburban,bundle,2,95,credit card,,,,,,,,,
2345,suburban,bundle,8,75,credit card,,,,,,,,,
2346,suburban,bundle,6,76,cash,,,,,,,,,
2347,urban,liquid,1,92,credit card,,,,,,,,,
2348,urban,liquid,4,94,check,,,,,,,,,
2349,urban,liquid,8,84,cash,,,,,,,,,
2350,urban,liquid,9,40,credit card,,,,,,,,,
2351,rural,single,3,87,cash,,,,,,,,,
2352,rural,single,3,45,cash,,,,,,,,,
2353,rural,single,NA,NA,NA,,,,,,,,,
2354,rural,single,7,86,cash,,,,,,,,,
2355,rural,single,6,88,check,,,,,,,,,
2356,rural,single,NA,NA,NA,,,,,,,,,
2357,rural,single,6,58,cash,,,,,,,,,
2358,rural,single,6,77,credit card,,,,,,,,,
2359,rural,twin,6,73,credit card,,,,,,,,,
2360,rural,twin,8,21,credit card,,,,,,,,,
2361,suburban,twin,2,57,cash,,,,,,,,,
2362,suburban,twin,8,96,check,,,,,,,,,
2363,suburban,twin,10,44,credit card,,,,,,,,,
2364,suburban,bundle,9,93,cash,,,,,,,,,
2365,suburban,bundle,3,46,check,,,,,,,,,
2366,urban,bundle,NA,NA,NA,,,,,,,,,
2367,urban,bundle,9,65,cash,,,,,,,,,
2368,urban,liquid,1,55,credit card,,,,,,,,,
2369,urban,liquid,6,46,credit card,,,,,,,,,
2370,rural,single,10,68,credit card,,,,,,,,,
2371,rural,single,1,49,check,,,,,,,,,
2372,rural,single,5,57,cash,,,,,,,,,
2373,rural,single,NA,NA,NA,,,,,,,,,
2374,rural,single,1,79,cash,,,,,,,,,
2375,rural,twin,1,34,check,,,,,,,,,
